site_id,site_name,timestamp,site_health_score,ap_total,ap_online,ap_offline,client_count,auth_failures_1h,active_alerts,alert_severity,alert_description,ssid_count,uplink_quality
SITE-DC-01,Data Centre — Wing A,2026-05-12T09:00:00Z,79,12,11,1,39,21,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-DC-02,Data Centre — Wing B,2026-05-12T09:00:00Z,78,12,11,1,42,23,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T09:00:00Z,76,24,22,2,84,31,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T09:00:00Z,75,24,20,4,85,29,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T09:00:00Z,74,24,20,4,85,24,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T09:00:00Z,67,20,18,2,67,40,1,warning,Network degradation — upstream ISP issue,4,fair
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T09:00:00Z,69,8,7,1,25,21,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-WH-02,Warehouse — Bang Na,2026-05-12T09:00:00Z,61,8,7,1,31,16,1,warning,Network degradation — upstream ISP issue,2,fair
SITE-BR-01,Branch — Sukhumvit,2026-05-12T10:00:00Z,90,16,16,0,159,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T10:00:00Z,87,16,16,0,162,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T10:00:00Z,93,12,12,0,123,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T10:00:00Z,89,12,11,1,117,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T10:00:00Z,99,12,11,1,120,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T10:00:00Z,98,12,12,0,117,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T10:00:00Z,95,24,24,0,241,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T10:00:00Z,94,24,24,0,237,1,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T10:00:00Z,97,24,24,0,239,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T10:00:00Z,91,20,20,0,199,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T10:00:00Z,94,8,8,0,79,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T10:00:00Z,83,8,8,0,82,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T11:00:00Z,88,16,16,0,157,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T11:00:00Z,89,16,16,0,161,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T11:00:00Z,92,12,12,0,117,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T11:00:00Z,88,12,12,0,119,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T11:00:00Z,98,12,12,0,117,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T11:00:00Z,98,12,12,0,120,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T11:00:00Z,95,24,24,0,239,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T11:00:00Z,97,24,24,0,239,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T11:00:00Z,96,24,24,0,241,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T11:00:00Z,91,20,20,0,201,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T11:00:00Z,91,8,8,0,82,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T11:00:00Z,83,8,8,0,79,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T12:00:00Z,91,16,16,0,163,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T12:00:00Z,86,16,16,0,163,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T12:00:00Z,93,12,12,0,123,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T12:00:00Z,89,12,12,0,123,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T12:00:00Z,98,12,12,0,122,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T12:00:00Z,99,12,12,0,119,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T12:00:00Z,98,24,24,0,238,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T12:00:00Z,95,24,24,0,238,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T12:00:00Z,95,24,24,0,239,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T12:00:00Z,89,20,20,0,197,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T12:00:00Z,94,8,7,1,78,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T12:00:00Z,86,8,8,0,78,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T13:00:00Z,90,16,16,0,160,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T13:00:00Z,88,16,16,0,160,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T13:00:00Z,91,12,12,0,122,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T13:00:00Z,88,12,12,0,122,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T13:00:00Z,98,12,11,1,123,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T13:00:00Z,99,12,12,0,118,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T13:00:00Z,99,24,24,0,237,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T13:00:00Z,93,24,24,0,239,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T13:00:00Z,94,24,24,0,238,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T13:00:00Z,90,20,20,0,197,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T13:00:00Z,91,8,8,0,81,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T13:00:00Z,84,8,8,0,77,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T14:00:00Z,91,16,16,0,161,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T14:00:00Z,89,16,16,0,161,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T14:00:00Z,95,12,12,0,123,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T14:00:00Z,87,12,12,0,121,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T14:00:00Z,98,12,12,0,118,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T14:00:00Z,99,12,12,0,121,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T14:00:00Z,99,24,24,0,238,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T14:00:00Z,93,24,24,0,243,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T14:00:00Z,95,24,24,0,238,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T14:00:00Z,89,20,20,0,203,2,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T14:00:00Z,91,8,8,0,82,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T14:00:00Z,84,8,8,0,83,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T15:00:00Z,89,16,16,0,158,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T15:00:00Z,87,16,16,0,161,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T15:00:00Z,94,12,12,0,118,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T15:00:00Z,88,12,12,0,120,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T15:00:00Z,99,12,12,0,120,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T15:00:00Z,99,12,12,0,118,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T15:00:00Z,99,24,24,0,243,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T15:00:00Z,93,24,24,0,238,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T15:00:00Z,98,24,24,0,241,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T15:00:00Z,93,20,20,0,199,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T15:00:00Z,91,8,8,0,79,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T15:00:00Z,87,8,8,0,77,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T16:00:00Z,87,16,16,0,160,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T16:00:00Z,86,16,16,0,157,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T16:00:00Z,91,12,12,0,122,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T16:00:00Z,88,12,12,0,118,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T16:00:00Z,99,12,12,0,117,3,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T16:00:00Z,99,12,12,0,120,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T16:00:00Z,95,24,24,0,240,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T16:00:00Z,97,24,24,0,241,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T16:00:00Z,95,24,24,0,241,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T16:00:00Z,93,20,20,0,198,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T16:00:00Z,94,8,8,0,77,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T16:00:00Z,84,8,8,0,82,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T17:00:00Z,87,16,16,0,161,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T17:00:00Z,88,16,16,0,161,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T17:00:00Z,95,12,12,0,121,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T17:00:00Z,87,12,12,0,122,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T17:00:00Z,98,12,12,0,123,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T17:00:00Z,99,12,12,0,123,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T17:00:00Z,97,24,24,0,242,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T17:00:00Z,94,24,24,0,237,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T17:00:00Z,97,24,24,0,240,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T17:00:00Z,90,20,20,0,199,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T17:00:00Z,91,8,8,0,80,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T17:00:00Z,85,8,8,0,79,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T18:00:00Z,88,16,16,0,159,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T18:00:00Z,87,16,16,0,161,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T18:00:00Z,91,12,12,0,120,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T18:00:00Z,87,12,11,1,119,2,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T18:00:00Z,99,12,11,1,118,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T18:00:00Z,98,12,12,0,120,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T18:00:00Z,99,24,24,0,238,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T18:00:00Z,97,24,24,0,237,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T18:00:00Z,97,24,24,0,242,1,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T18:00:00Z,89,20,20,0,203,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T18:00:00Z,91,8,8,0,77,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T18:00:00Z,86,8,8,0,79,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T19:00:00Z,87,16,16,0,99,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T19:00:00Z,88,16,16,0,94,1,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T19:00:00Z,94,12,12,0,72,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T19:00:00Z,89,12,12,0,73,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T19:00:00Z,99,12,12,0,70,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T19:00:00Z,99,12,12,0,73,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T19:00:00Z,96,24,24,0,141,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T19:00:00Z,97,24,24,0,145,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T19:00:00Z,98,24,24,0,144,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T19:00:00Z,89,20,20,0,118,2,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T19:00:00Z,90,8,8,0,46,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T19:00:00Z,84,8,8,0,47,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T20:00:00Z,90,16,16,0,95,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T20:00:00Z,88,16,16,0,99,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T20:00:00Z,92,12,12,0,69,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T20:00:00Z,90,12,12,0,73,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T20:00:00Z,99,12,12,0,75,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T20:00:00Z,99,12,11,1,75,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T20:00:00Z,96,24,23,1,143,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T20:00:00Z,96,24,24,0,144,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T20:00:00Z,98,24,24,0,143,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T20:00:00Z,93,20,20,0,122,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T20:00:00Z,90,8,8,0,49,2,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T20:00:00Z,86,8,7,1,50,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T21:00:00Z,90,16,16,0,11,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T21:00:00Z,86,16,16,0,10,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T21:00:00Z,94,12,12,0,3,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T21:00:00Z,87,12,12,0,3,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T21:00:00Z,99,12,12,0,4,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T21:00:00Z,97,12,12,0,7,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T21:00:00Z,97,24,24,0,9,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T21:00:00Z,93,24,24,0,13,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T21:00:00Z,98,24,24,0,13,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T21:00:00Z,91,20,20,0,13,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T21:00:00Z,92,8,8,0,5,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T21:00:00Z,87,8,8,0,7,3,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T22:00:00Z,91,16,16,0,6,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T22:00:00Z,88,16,16,0,6,0,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T22:00:00Z,95,12,12,0,9,0,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T22:00:00Z,88,12,11,1,6,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T22:00:00Z,99,12,12,0,4,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T22:00:00Z,97,12,12,0,7,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T22:00:00Z,98,24,24,0,12,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T22:00:00Z,95,24,24,0,12,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T22:00:00Z,94,24,24,0,9,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T22:00:00Z,92,20,20,0,8,2,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T22:00:00Z,92,8,8,0,2,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T22:00:00Z,86,8,8,0,7,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-12T23:00:00Z,89,16,16,0,8,2,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-12T23:00:00Z,88,16,16,0,11,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-12T23:00:00Z,93,12,12,0,9,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-12T23:00:00Z,89,12,12,0,7,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-12T23:00:00Z,99,12,12,0,4,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-12T23:00:00Z,99,12,12,0,6,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-12T23:00:00Z,96,24,24,0,9,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-12T23:00:00Z,93,24,23,1,9,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-12T23:00:00Z,98,24,24,0,9,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-12T23:00:00Z,90,20,20,0,11,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-12T23:00:00Z,92,8,8,0,6,3,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-12T23:00:00Z,85,8,8,0,3,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-13T00:00:00Z,87,16,16,0,7,3,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-13T00:00:00Z,89,16,16,0,7,1,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-13T00:00:00Z,93,12,12,0,5,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-13T00:00:00Z,86,12,12,0,6,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-13T00:00:00Z,99,12,12,0,4,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-13T00:00:00Z,97,12,12,0,7,1,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-13T00:00:00Z,97,24,24,0,11,1,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-13T00:00:00Z,95,24,24,0,9,2,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-13T00:00:00Z,97,24,24,0,10,3,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-13T00:00:00Z,89,20,20,0,10,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-13T00:00:00Z,91,8,8,0,6,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-13T00:00:00Z,84,8,8,0,7,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-13T01:00:00Z,91,16,15,1,11,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-13T01:00:00Z,87,16,16,0,11,3,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-13T01:00:00Z,94,12,12,0,6,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-13T01:00:00Z,89,12,12,0,5,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-13T01:00:00Z,99,12,12,0,5,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-13T01:00:00Z,99,12,12,0,3,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-13T01:00:00Z,97,24,24,0,10,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-13T01:00:00Z,95,24,24,0,9,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-13T01:00:00Z,95,24,24,0,14,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-13T01:00:00Z,92,20,20,0,12,1,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-13T01:00:00Z,94,8,8,0,4,1,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-13T01:00:00Z,87,8,8,0,1,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-13T02:00:00Z,91,16,16,0,8,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-13T02:00:00Z,88,16,16,0,11,1,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-13T02:00:00Z,91,12,12,0,3,2,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-13T02:00:00Z,86,12,12,0,3,3,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-13T02:00:00Z,98,12,12,0,9,2,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-13T02:00:00Z,99,12,12,0,6,0,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-13T02:00:00Z,99,24,24,0,10,3,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-13T02:00:00Z,95,24,24,0,12,3,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-13T02:00:00Z,94,24,23,1,11,0,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-13T02:00:00Z,89,20,20,0,11,0,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-13T02:00:00Z,91,8,7,1,5,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-13T02:00:00Z,85,8,8,0,2,2,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-13T03:00:00Z,89,16,16,0,10,0,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-13T03:00:00Z,88,16,16,0,10,2,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-13T03:00:00Z,93,12,11,1,5,1,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-13T03:00:00Z,90,12,12,0,9,0,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-13T03:00:00Z,99,12,12,0,7,1,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-13T03:00:00Z,99,12,12,0,3,3,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-13T03:00:00Z,99,24,24,0,15,0,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-13T03:00:00Z,97,24,24,0,9,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-13T03:00:00Z,96,24,24,0,10,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-13T03:00:00Z,93,20,20,0,7,3,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-13T03:00:00Z,90,8,8,0,5,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-13T03:00:00Z,87,8,8,0,6,0,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-13T04:00:00Z,89,16,15,1,9,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-13T04:00:00Z,89,16,16,0,8,1,0,none,,3,good
SITE-BR-03,Branch — Chatuchak,2026-05-13T04:00:00Z,91,12,12,0,6,3,0,none,,3,good
SITE-BR-04,Branch — Ladprao,2026-05-13T04:00:00Z,90,12,12,0,3,1,0,none,,3,good
SITE-DC-01,Data Centre — Wing A,2026-05-13T04:00:00Z,99,12,12,0,7,0,0,none,,2,good
SITE-DC-02,Data Centre — Wing B,2026-05-13T04:00:00Z,98,12,12,0,6,2,0,none,,2,good
SITE-HQ-01,Bangkok HQ — Floor 1,2026-05-13T04:00:00Z,95,24,24,0,11,2,0,none,,4,good
SITE-HQ-02,Bangkok HQ — Floor 2,2026-05-13T04:00:00Z,94,24,24,0,9,0,0,none,,4,good
SITE-HQ-03,Bangkok HQ — Floor 3,2026-05-13T04:00:00Z,95,24,24,0,12,2,0,none,,4,good
SITE-HQ-04,Bangkok HQ — Floor 4,2026-05-13T04:00:00Z,90,20,20,0,8,2,0,none,,4,good
SITE-WH-01,Warehouse — Lat Krabang,2026-05-13T04:00:00Z,92,8,8,0,1,0,0,none,,2,good
SITE-WH-02,Warehouse — Bang Na,2026-05-13T04:00:00Z,85,8,8,0,7,1,0,none,,2,good
SITE-BR-01,Branch — Sukhumvit,2026-05-13T05:00:00Z,89,16,16,0,8,1,0,none,,3,good
SITE-BR-02,Branch — Silom,2026-05-13T05:00:00Z,85,16,16,0,10,1,0,none,,3,good
